    x    y  z
  103  200  0
 -174 -180  1
  150 -148  2
 -154  225  4
 -178 -136  1
 -190 -173  1
  113  188  0
  -70   73  3
  121 -132  2
   99  161  0
 -209  211  4
   86  212  0
  103  191  0
   82  190  0
  -85   73  3
  139 -110  2
 -231  241  4
 -220 -257  1
  -51   79  3
  110 -115  2
 -178 -189  1
 -214  222  4
  120  229  0
 -178 -220  1
 -205  205  4
  172 -133  2
 -229 -217  1
  178 -139  2
 -185 -186  1
 -181  185  4
 -199 -217  1
  189 -151  2
   96  213  0
   77  204  0
 -155   65  3
  170 -126  2
  114  187  0
 -207  214  4
  182 -164  2
  151 -166  2
 -194 -220  1
  -88   79  3
 -205  230  4
 -114   75  3
  108 -139  2
   77  220  0
  140 -108  2
  -53   35  3
  -76   84  3
  107  214  0
 -261  224  4
 -119   45  3
 -170 -186  1
  -76   71  3
   73  219  0
 -171  208  4
  -95   85  3
   58  150  0
 -197 -187  1
 -202  180  4
  112  208  0
 -121   66  3
   82  241  0
  -61   16  3
   92  184  0
  -99   61  3
  118  159  0
   89  187  0
 -233 -224  1
 -167 -204  1
  168 -114  2
 -187  194  4
 -118   73  3
   88  167  0
  132 -123  2
  -88   76  3
  131 -189  2
  104  207  0
  107  155  0
 -208 -197  1
 -119  109  3
 -203  186  4
  118  205  0
  146 -136  2
   62  199  0
 -179  174  4
  158 -186  2
  -97   91  3
 -165 -171  1
 -114   69  3
 -203  232  4
 -180 -175  1
  126  174  0
 -190  189  4
 -209  183  4
  -49   51  3
  -71   75  3
  113  175  0
 -247  217  4
   98  172  0
  142  224  0
 -192 -184  1
  130  192  0
 -111   82  3
 -197 -202  1
  102  195  0
  -68   95  3
 -187  201  4
  -57   70  3
  -85   80  3
 -192  230  4
 -194 -213  1
 -169 -210  1
 -113   45  3
   75  208  0
 -173  219  4
 -223  219  4
 -201  223  4
 -183 -161  1
 -189  208  4
 -168 -240  1
 -224  173  4
 -212 -220  1
 -168 -206  1
  161 -191  2
 -122  106  3
  141 -160  2
 -111  127  3
 -113   55  3
  -91   57  3
  111  184  0
   95  249  0
  109  154  0
  136 -166  2
 -182  240  4
 -196 -256  1
 -153 -128  1
  133 -179  2
 -223 -230  1
  144 -178  2
   73  214  0
 -185 -151  1
   95  187  0
  -90   69  3
  105  166  0
   58  221  0
 -169 -211  1
   68  206  0
  -56   62  3
 -220  203  4
  151 -141  2
  119  188  0
 -115   85  3
  177 -121  2
   98  193  0
  112  189  0
  179 -193  2
 -244  220  4
  167 -169  2
 -107   14  3
 -109   52  3
 -204 -202  1
 -230 -205  1
 -130   79  3
 -202 -168  1
   98  159  0
 -188  195  4
   74  168  0
  130 -183  2
  161 -131  2
 -182 -204  1
  121  224  0
   36  149  0
  -94   62  3
  211 -147  2
  124  174  0
  167 -137  2
 -209  212  4
 -185  187  4
  152 -191  2
  140 -173  2
 -137   37  3
 -206  190  4
 -196  168  4
  121  184  0
  -88   93  3
 -239  215  4
 -103   81  3
 -236  185  4
  -87   91  3
 -216  221  4
  190 -179  2
 -198  209  4
  -98   48  3
 -160  197  4
  163 -138  2
  163 -143  2
 -137  119  3
 -197  190  4
   69  219  0
  120 -154  2
  150 -186  2
 -254  162  4
   86  183  0
 -119   74  3
 -107   55  3
   41 -210  1
  115  181  0
 -132   48  3
  109  195  0
  -91  102  3
 -179 -206  1
  116  214  0
 -238 -169  1
 -102   82  3
 -122   73  3
  127 -137  2
  154 -133  2
  111  245  0
  132 -160  2
 -182 -168  1
  186 -141  2
  121 -169  2
  134  195  0
  117 -164  2
 -186 -183  1
 -204  179  4
 -186  239  4
 -216  230  4
 -181  194  4
  102 -154  2
 -130   58  3
  159 -147  2
 -213 -180  1
 -158 -218  1
  -96  239  3
  105  200  0
  116  233  0
  -92   98  3
 -191  255  4
  166 -177  2
  140 -155  2
 -219 -226  1
 -174 -218  1
  127 -154  2
   80  204  0
  176 -132  2
 -189 -187  1
 -104   75  3
 -255  211  4
 -222  224  4
  135 -135  2
 -171  174  4
  152 -122  2
 -166 -214  1
  147 -140  2
 -113   65  3
 -178 -212  1
  126 -166  2
  -91   57  3
 -199 -229  1
 -101   85  3
 -218  168  4
   78  182  0
  -81   73  3
 -164 -177  1
  -79   93  3
 -215  255  4
   63  190  0
 -114    9  3
  106  225  0
  108  158  0
   93  185  0
  103 -145  2
  121  206  0
   95  231  0
  103  196  0
   70  196  0
  148 -143  2
  128 -153  2
   92  192  0
  138 -185  2
  -82   85  3
 -208 -199  1
   51  172  0
 -214  184  4
  114 -128  2
 -171  197  4
  118  180  0
 -196 -211  1
  168 -197  2
 -114   60  3
  107  209  0
  144 -140  2
 -224 -198  1
 -220  198  4
 -149  163  4
 -127   64  3
  -80   69  3
 -221 -218  1
 -218 -231  1
  129  193  0
  -38   63  3
 -221  166  4
 -203 -191  1
 -231  204  4
  141 -156  2
  126  213  0
 -154  229  4
 -172 -183  1
 -185 -166  1
   86  212  0
  136 -177  2
   77  214  0
 -191 -214  1
  113 -145  2
  162  -75  2
 -230  213  4
 -235 -189  1
  117 -146  2
 -192 -207  1
 -102   31  3
   98  177  0
 -223  163  4
 -187   75  3
  180 -189  2
 -203  175  4
 -209  205  4
  -88   54  3
 -157  186  4
   94  228  0
 -152  188  4
   65  230  0
 -192  197  4
  -59   81  3
 -204  185  4
 -209 -184  1
 -188  207  4
 -174  191  4
 -165   -8  1
   96  184  0
   62  176  0
 -189 -183  1
 -236  237  4
  -83   97  3
  115  179  0
   77  217  0
 -185  206  4
  164 -127  2
 -229  237  4
 -226  203  4
 -162 -140  1
  149 -106  2
   68  169  0
  101  185  0
 -104   11  3
 -117   46  3
 -229  213  4
  136  195  0
 -225 -221  1
  172 -146  2
 -221 -204  1
 -233  182  4
  157 -136  2
 -209 -213  1
  143 -151  2
 -173  203  4
  166 -116  2
   85  188  0
   96  193  0
  189  -87  2
   79  212  0
   84  150  0
  156  212  0
   99  187  0
 -107   78  3
 -196  222  4
 -116   50  3
 -218 -188  1
 -228 -194  1
 -222  188  4
 -220 -211  1
 -187 -173  1
   91  233  0
  180 -150  2
  173 -189  2
 -199 -185  1
 -108   58  3
  195  -97  2
  137 -197  2
 -112   87  3
 -197  160  4
 -152  194  4
 -241 -229  1
 -105   35  3
  -98   78  3
  101  206  0
   91  208  0
   72  166  0
  149 -157  2
  110  217  0
 -183  231  4
  166 -188  2
  108  196  0
 -213 -228  1
 -101   86  3
 -100  104  3
 -135   60  3
 -246  224  4
  177 -162  2
  183 -212  2
   92  182  0
  143 -124  2
  121  198  0
  175 -134  2
 -152  176  4
   80  190  0
 -182 -164  1
  137  180  0
  107  205  0
  121  196  0
 -181 -205  1
 -221 -220  1
 -226 -225  1
  156 -124  2
  132 -196  2
  171 -152  2
 -196  241  4
  200 -154  2
 -234 -188  1
 -109   54  3
  -54  129  3
  144 -140  2
 -210  179  4
 -130   76  3
  127 -163  2
  140 -143  2
 -128   83  3
 -232  174  4
 -210  228  4
   73  234  0
 -101   32  3
  119 -135  2
 -129   75  3
  117  198  0
 -191 -224  1
 -202  182  4
 -205 -200  1
 -193 -183  1
 -220  210  4
  122 -143  2
  160 -177  2
  100  192  0
 -229  208  4
 -183 -227  1
  -94   61  3
  133 -141  2
  169 -153  2
 -150 -195  1
  158 -160  2
  150  203  0
  -86   98  3
  177 -174  2
  166 -156  2
  -59   55  3
 -193 -187  1
  -91   45  3
   96  178  0
 -106   31  3
 -223  209  4
 -217  221  4
  147 -161  2
   98  205  0
  169 -155  2
  164 -151  2
 -245 -221  1
 -212 -195  1
 -119   72  3
 -116   50  3
 -117  100  3
   98  201  0
  105  166  0
 -247 -188  1
 -108   56  3
 -188 -180  1
  118 -183  2
 -125   97  3
 -196  160  4
 -204 -216  1
 -236 -173  1
 -194  184  4
  128 -146  2
  118  160  0
   91  188  0
   66  216  0
 -197 -199  1
   76  198  0
  167 -157  2
  107  208  0
 -184 -185  1
 -201  194  4
 -188 -120  2
  139 -196  2
  198 -166  2
 -213  205  4
   99 -160  2
 -137  196  4
  -51   78  3
  -74   92  3
 -199  193  4
 -195 -175  1
 -186 -200  1
 -200  181  4
 -241 -189  1
  161 -144  2
 -220 -250  1
 -104   50  3
 -106  183  3
  -88   99  3
 -199  187  4
  170 -104  2
  -83   29  3
 -223 -208  1
 -116   80  3
 -155 -199  1
 -222  156  4
 -199  213  4
  119  196  0
 -107   80  3
 -112   62  3
 -207  225  4
  -83  274  3
 -203  236  4
 -178  169  4
 -101   56  3
 -169  234  4
 -134  101  3
 -109  100  3
  191 -155  2
  151  210  0
  -73   50  3
 -157  256  4
 -202 -157  1
 -188 -221  1
 -202 -229  1
  138  209  0
  132  196  0
 -200  179  4
 -218  199  4
  154 -116  2
   95  196  0
  166 -140  2
 -216 -257  1
  124 -156  2
  -92   64  3
 -230 -229  1
  105  225  0
   89  -55  0
  106  169  0
 -171 -220  1
  151 -127  2
 -195 -246  1
 -255  216  4
 -178 -204  1
  152 -181  2
  -94   74  3
  109  202  0
  -94  105  3
   73  203  0
  167 -175  2
   46  208  0
  138 -120  2
  170 -106  2
 -187  188  4
 -118   52  3
 -103   65  3
 -184  172  4
  133  170  0
  -95   74  3
  -93   64  3
 -176 -199  1
 -226  204  4
 -176 -189  1
  147 -119  2
  177 -158  2
 -250 -196  1
 -211  186  4
 -214 -179  1
 -185  198  4
 -270  213  4
 -237 -186  1
  118  212  0
 -189  223  4
   78  221  0
  101  217  0
 -221 -196  1
 -183  151  4
  150 -139  2
 -193 -222  1
  103  232  0
  145 -133  2
 -242  225  4
 -183  206  4
  103  161  0
  156 -139  2
  -48   82  3
 -216  153  4
 -245 -172  2
 -186 -215  1
   59  200  0
 -188 -190  1
  118  212  0
  165 -152  2
 -190 -227  1
 -168 -231  1
 -235  277  1
 -176 -234  1
 -167  210  4
  -56   93  3
   58  237  0
 -181 -201  1
 -227 -133  1
 -205  225  4
  125 -134  2
  -86   89  3
 -102   38  3
   95  192  0
 -232 -187  1
 -240 -154  1
 -141   55  3
 -147  136  4
  110  212  0
  -76   82  3
   80  230  0
 -215 -195  1
  154 -120  2
 -138  100  3
 -187 -159  1
 -114   40  3
 -185  223  4
  115  213  0
   95  231  0
  183 -138  2
  148 -163  2
 -200 -201  1
 -188  182  4
 -174  248  4
 -179 -171  1
 -210  222  4
  134 -184  2
   90  215  0
 -189 -216  1
 -199  212  4
  -92   81  3
  122  238  0
   84  200  0
  -96   71  3
 -160  194  4
 -128   95  3
 -231 -186  1
  105 -221  2
 -117   95  3
 -196  181  4
   94  191  0
  143  167  0
 -203  194  4
  126  216  0
  165 -128  2
  -91   78  3
   86  151  0
  105  203  0
 -231 -161  1
   88  151  0
 -130   65  3
   94  186  0
  104  173  0
  111  193  0
  153 -168  2
 -260 -216  1
 -139   62  3
  122 -125  2
 -181  248  4
 -198  191  4
 -209  185  4
  120  211  0
 -206  160  4
 -196 -187  1
 -133   96  3
 -171 -224  1
  -65   18  3
  176 -183  2
 -208 -216  1
 -179   46  3
  148 -166  2
 -175 -193  1
  171 -174  2
  130 -140  2
 -103   54  3
  144 -165  2
  -88   42  3
  137 -138  2
 -216 -146  1
 -237  211  4
  143 -188  2
  -68   76  3
  141 -138  2
  139 -176  2
 -212  214  4
 -168  162  4
 -124   92  3
  159 -159  2
 -228  197  4
 -194 -175  1
  138 -135  2
 -200  207  4
  168 -172  2
  126  188  0
 -102   66  3
 -109   89  3
  123 -135  2
  106  184  0
   95 -126  2
 -160  223  4
  106 -166  2
  147  -97  2
  180 -139  2
 -199 -206  1
 -201 -255  1
  101  228  0
 -116   29  3
 -235  231  4
  168 -148  2
 -127   58  3
 -205 -205  1
 -202 -191  1
 -256  249  4
   99  183  0
 -164  178  4
 -159  146  4
  -79   -7  3
 -114   67  3
  185 -159  2
  113  229  0
 -177 -183  1
  -93   72  3
 -118   71  3
  -89   40  3
 -232 -209  1
  124  203  0
 -206 -217  1
   75  154  0
 -192  171  4
  150 -163  2
   92  203  0
 -224 -208  1
 -214 -194  1
 -102   84  3
  150 -140  2
 -134  100  3
 -166 -212  1
   75  193  0
 -201  208  4
  -84   57  3
   75  184  0
  138 -197  2
 -164  179  4
  147 -150  2
  169 -141  2
  124 -142  2
 -104   68  3
 -172 -221  1
  146 -184  2
   40  204  0
 -204 -165  1
  -82   72  3
  123  167  0
 -216 -240  1
 -215 -190  1
  130 -151  2
 -108   78  3
 -137   76  3
  154 -176  2
  113 -113  2
 -209  193  4
  133  227  0
 -192  221  4
 -229  153  4
 -205  216  4
 -189  233  4
  -94   51  3
  159 -129  2
 -180  202  4
  112 -207  2
  115  214  0
 -115   83  3
 -229  239  4
   97  192  0
 -185  218  4
 -220  249  4
  100 -143  2
   83  211  0
 -116   81  3
 -206 -232  1
 -209 -178  1
   97 -147  2
  141 -214  2
  106  203  0
  121  208  0
 -175   98  3
 -211 -197  1
 -164  203  4
 -102   73  3
 -210 -198  1
  139 -124  2
 -182 -196  1
  -99   73  3
   76  239  0
  142 -166  2
  131 -126  2
 -194  243  4
 -211  191  4
  -97   97  3
 -193  166  4
   98  207  0
  149 -192  2
  135  169  0
  157   51  3
 -176 -170  1
   84  127  0
   77  203  0
   78  191  0
  116  188  0
  -67    5  3
  -64   20  3
 -198 -197  1
 -161 -197  1
 -110  106  3
  156 -141  2
 -102   52  3
 -197 -231  1
  191 -110  2
  -79   65  3
  167 -141  2
 -171 -191  1
 -209  205  4
 -239  218  4
 -184  186  4
  155 -166  2
  -75   30  3
 -174  184  4
 -105   70  3
  128  249  0
 -196 -230  1
 -109   52  3
   50  222  0
  -85   74  3
   96  193  0
 -186 -217  1
 -189  187  4
 -190 -213  1
 -195  223  4
  149 -163  2
 -188 -200  1
  140  165  0
 -229 -166  1
  156 -113  2
   68  215  0
 -164   92  3
 -128   96  3
 -202  197  4
 -251  -71  4
  148 -117  2
   53  249  0
  157  -83  2
 -183 -205  1
 -227  177  4
   89  249  0
 -101   32  3
   72  181  0
 -232  213  4
 -195  181  4
  -61   78  3
 -104   43  3
  203 -145  2
  194 -174  2
   82  198  0
 -202 -159  1
   86  177  0
 -225   26  1
   89  221  0
 -227 -177  1
 -207 -225  1
 -189 -156  1
 -185  204  4
 -231  194  4
 -183  211  4
 -214 -187  1
  130 -146  2
 -236 -195  1
 -131   70  3
   65  229  0
  150 -171  2
 -229 -215  1
 -241 -164  1
   86  180  0
  -88   12  3
 -226  212  4
  190 -112  2
  -43   99  3
 -210 -183  1
 -242 -196  1
 -225  199  4
 -116   68  3
 -163 -157  1
   86  223  0
  136 -139  2
  146 -166  2
 -206  174  4
  170 -121  2
 -123   89  3
 -191  141  4
 -234 -185  1
 -171  199  4
  -80   68  3
  -78   97  3
 -171 -236  1
  163 -167  2
  170 -163  2
 -158 -196  1
  101  247  0
 -184 -203  1
   87  208  0
 -186  174  4
   75  198  0
   83  221  0
  142  182  0
  142 -192  2
  149 -107  2
  137 -125  2
  153 -199  2
  139 -188  2
   82  220  0
  -88   36  3
  172 -120  2
 -178 -234  1
 -217 -202  1
  -60   91  3
 -225  195  4
 -174  219  4
 -214 -151  1
   75  243  0
 -159  200  4
  101  194  0
  -94   78  3
  183  186  4
  109 -168  2
 -214  226  4
  146 -133  2
  132 -114  2
 -178 -188  1
  164 -127  2
 -183 -228  1
 -161  206  4
 -108   83  3
 -155   93  3
   94  226  0
 -206 -181  1
 -128   69  3
  -92   47  3
  155 -149  2
 -197  184  4
 -199  182  4
  -79   90  3
 -250  197  4
 -182  205  4
   78  152  0
 -206 -229  1
  103  242  0
   91  186  0
  126  183  0
  138 -141  2
 -210  165  4
  143 -118  2
 -136  -12  3
 -200  195  4
 -206 -203  1
 -235 -167  1
  141 -132  2
  -91  108  3
 -223 -224  1
  110 -132  2
 -187 -194  1
 -184 -209  1
  124  250  0
 -194  179  4
 -190  157  4
  118  209  0
   89  229  0
  143 -128  2
 -194  205  4
  165 -199  2
   77  215  0
 -255  227  4
  177 -164  2
  112  231  0
 -172 -215  1
 -219 -176  1
  -89   97  3
  123 -155  2
 -105  119  3
  129 -146  2
 -210 -194  1
  146 -116  2
  -97  101  3
  102  207  0
 -205  163  4
   67  189  0
  162 -147  2
 -103  102  3
  153 -147  2
  -92   30  3
  158 -124  2
 -220  211  4
  137 -161  2
  125  206  0
 -123  104  3
 -232 -229  1
 -221 -216  1
 -234 -197  1
 -180  199  4
 -246  199  4
 -222 -232  1
  105  210  0
  149  172  0
   89  240  0
  151 -175  2
 -263  177  4
  124 -145  2
  128  192  0
 -188 -250  1
 -169  226  4
 -168 -241  1
  -87   55  3
 -206 -192  1
  178 -164  2
 -131   67  3
 -149 -157  1
 -219 -171  1
  143 -107  2
 -214  186  4
 -195  197  4
  178 -175  2
  155 -178  2
  -82   68  3
 -160  182  4
 -237  162  4
 -201 -215  1
  172 -145  2
  136   58  2
  117 -154  2
 -197 -175  1
  136  199  0
   79  216  0
  146 -147  2
 -118   73  3
   97  174  0
  -91   48  3
 -200 -240  1
  122 -135  2
 -198 -195  1
   75  236  0
 -112   51  3
   99  246  0
   83  143  0
 -186  174  4
 -204  174  4
 -100   55  3
  -90   61  3
  121 -162  2
 -196 -217  1
 -151   57  3
 -213 -161  1
  125 -121  2
  164 -171  2
  150 -133  2
 -157 -212  1
 -217 -190  1
 -191 -179  1
 -249  208  4
 -251  150  4
 -198 -181  1
  142 -137  2
  185 -144  2
  133 -202  2
  158 -153  2
  -97   57  3
   99 -192  2
  -81   44  3
 -183 -154  1
   90 -143  2
 -213  156  4
  164  160  0
 -248  185  4
 -118  100  3
 -159  181  4
 -207 -215  1
  -92  108  3
  -90   85  3
   96  213  0
  136  174  0
 -213 -203  4
 -106   86  3
 -172  199  4
 -116   95  3
 -199 -206  1
 -218  165  4
 -114   84  3
 -150 -206  1
  156 -148  2
   72  170  0
   98  184  0
  -64   79  3
 -203  235  4
  -92   70  3
  -98   23  3
  131 -132  2
 -114   48  3
 -220 -234  1
 -143   80  3
  136 -150  2
 -205  186  4
 -208 -185  1
 -186 -211  1
 -200 -197  1
   81  190  0
  113  135  0
 -202  205  4
 -102   80  3
  174 -188  2
  179 -104  2
 -120   34  3
 -168 -207  1
  114  -74  2
 -220  206  4
  125 -205  2
 -166 -193  1
  134 -113  2
 -218 -168  1
  145 -139  2
  127  203  0
 -121   44  3
 -227 -199  1
  163 -212  2
 -189  198  4
  128 -153  2
  143 -142  2
  113 -154  2
 -225 -186  1
 -229  188  4
  -94   80  3
  188 -203  2
  100  160  0
  120  208  0
 -168 -152  1
 -209 -251  1
 -101  108  3
  120 -156  2
  102  221  0
 -247  212  4
  100  229  0
  -96   55  3
  139  140  0
 -181  201  4
  192 -136  2
  117  200  0
 -146   36  3
  131 -124  2
 -162   72  3
 -192 -169  1
 -101   66  3
 -189 -205  1
 -178  217  4
   70  194  0
  143 -163  2
   73  197  0
  -54   67  3
 -109   72  3
  143  194  0
  -97   99  3
 -183 -211  1
 -226 -190  1
   78  247  0
  168 -115  2
  130 -165  2
  142  164  0
  161 -160  2
 -112   84  3
  158 -130  2
   68  156  0
   51  145  0
  172 -132  2
  164 -147  2
 -297  240  4
  112  203  0
 -222 -152  1
 -207 -193  1
 -201  221  4
  158 -155  2
 -207  189  4
  -95   69  3
 -123  113  3
  134  177  0
  122 -171  2
  -76   27  3
 -161 -186  1
 -244 -182  1
 -174 -258  1
  178 -149  2
   97  266  0
 -113   58  3
 -209  247  4
 -234  200  4
  -86  139  3
  114 -150  2
 -123   70  3
 -176  202  4
  110 -120  2
  143  -80  2
 -103   45  3
  173 -151  2
  148  157  0
 -235  195  4
  139  180  0
   87  177  0
 -205 -215  1
 -171  202  4
  124  194  0
 -240  207  4
 -172  230  4
  -85   45  3
  199 -153  2
  -92   53  3
  105  185  0
  144 -154  2
 -111  224  4
  144  237  0
  130  209  0
 -188 -199  1
 -241  188  4
   81  205  0
  163 -164  2
 -203 -130  1
  149 -124  2
  134  181  0
 -144 -227  1
   96  171  0
 -180 -182  1
 -197 -152  1
  133 -146  2
   63  280  0
 -179 -234  1
 -200  148  4
 -215 -145  1
